Application Number,Voucher Number,Child Age (at time of Application),Gender,Has your child played sport before?,Participation Activity,Club Name,Club Suburb/Town,Club Local Government Area Name,Club State Electoral District  Name,Parent Suburb/Town,Total Payment
2000001652,1F8M0XW7,14,,Yes,Netball,The Sunshine Coast Netball Association Incorporated,Maroochydore,Sunshine Coast (R),Buderim,Palmwoods,150
2000002147,LZMQOZ5Q,14,,Yes,Netball,The Sunshine Coast Netball Association Incorporated,Maroochydore,Sunshine Coast (R),Buderim,Minyama,150
2000002840,DHQTXI5G,14,,Yes,Netball,The Sunshine Coast Netball Association Incorporated,Maroochydore,Sunshine Coast (R),Buderim,Mountain Creek,150
2000003836,B5O8867X,14,,Yes,Netball,The Sunshine Coast Netball Association Incorporated,Maroochydore,Sunshine Coast (R),Buderim,Coes Creek,150
2000013440,XGBIGEP9,14,,Yes,Netball,The Sunshine Coast Netball Association Incorporated,Maroochydore,Sunshine Coast (R),Buderim,Beerwah,150
2000009601,XQK0CQYN,15,,Yes,Netball,The Sunshine Coast Netball Association Incorporated,Maroochydore,Sunshine Coast (R),Buderim,Nambour,150
2000001464,XYR1MJP0,16,,Yes,Netball,The Sunshine Coast Netball Association Incorporated,Maroochydore,Sunshine Coast (R),Buderim,Twin Waters,150
2000001619,M4XNNNU3,16,,Yes,Netball,The Sunshine Coast Netball Association Incorporated,Maroochydore,Sunshine Coast (R),Buderim,Palmwoods,150
2000007951,NFTBZTX6,6,,No,Netball,Mudgeeraba Netball Club Inc,Mudgeeraba,Gold Coast (C),Mudgeeraba,Tallai,150
2000013345,TLGP2YBD,6,,No,Netball,Mudgeeraba Netball Club Inc,Mudgeeraba,Gold Coast (C),Mudgeeraba,Nerang,150
2000003676,56GMRHTM,7,,No,Netball,Caboolture Rebels Netball Club Inc,Caboolture,Moreton Bay (R),Pumicestone,Caboolture,150
2000013478,A2J32DCQ,7,,No,Netball,Caboolture Rebels Netball Club Inc,Caboolture,Moreton Bay (R),Pumicestone,Caboolture South,150
2000011629,IWJ51SO8,7,,Yes,Netball,Mudgeeraba Netball Club Inc,Mudgeeraba,Gold Coast (C),Mudgeeraba,Mudgeeraba,150
2000012570,ZKV0N1DC,7,,Yes,Netball,Pioneer Pinecones Netball Club Inc,Lawnton,Moreton Bay (R),Pine Rivers,Wavell Heights,150
2000012019,UJFMECH1,8,,No,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Slacks Creek,150
2000011809,BZ1HDLAX,9,,Yes,Netball,Bluebirds Netball Club Inc,Macgregor,Brisbane (C),Sunnybank,Algester,150
2000002076,A4ZSJLX4,9,,Yes,Netball,Caboolture Rebels Netball Club Inc,Caboolture,Moreton Bay (R),Pumicestone,Caboolture,150
2000009185,SL83WBIF,9,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Shailer Park,150
2000010182,C55PJ7TH,9,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Rochedale,150
2000010478,M3911IHQ,9,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Daisy Hill,150
2000005962,HBQ9QIZ9,10,,No,Netball,Caboolture Rebels Netball Club Inc,Caboolture,Moreton Bay (R),Pumicestone,Caboolture,150
2000007630,ZFA6F3JB,10,,Yes,Netball,Caboolture Rebels Netball Club Inc,Caboolture,Moreton Bay (R),Pumicestone,Caboolture South,150
2000007248,LCUY5QLI,10,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Daisy Hill,150
2000008757,2TNVOCNE,10,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Loganholme,150
2000011631,AMNDH2QG,10,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Shailer Park,150
2000012812,9SWJYSI6,10,,Yes,Netball,Mudgeeraba Netball Club Inc,Mudgeeraba,Gold Coast (C),Mudgeeraba,Mudgeeraba,150
2000011812,2YVXAACF,11,,Yes,Netball,Bluebirds Netball Club Inc,Macgregor,Brisbane (C),Sunnybank,Algester,150
2000004875,3ZIQMWVR,11,,Yes,Netball,Caboolture Rebels Netball Club Inc,Caboolture,Moreton Bay (R),Pumicestone,Caboolture,150
2000007245,TP8MZE67,11,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Daisy Hill,150
2000009202,5VHX23VR,11,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Stretton,150
2000011059,0TB6TK2L,11,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Meadowbrook,150
2000011293,XFQ1G9C9,11,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Daisy Hill,150
2000012588,LDHSOQVZ,11,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Rochedale,150
2000004884,I5VDF6AR,12,,No,Netball,Caboolture Rebels Netball Club Inc,Caboolture,Moreton Bay (R),Pumicestone,Caboolture,150
2000006733,LFZUGBBD,12,,Yes,Netball,Bluebirds Netball Club Inc,Macgregor,Brisbane (C),Sunnybank,Underwood,150
2000001229,T70OZD8B,12,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Loganlea,150
2000005758,TOYWY2F3,12,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Springwood,150
2000007950,W74811VE,12,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Loganholme,150
2000010774,1OZSH4QX,12,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Logan Village,150
2000011438,ST4MS0JV,12,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Shailer Park,150
2000011628,J5NC7FYQ,12,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Meadowbrook,150
2000012058,980XZS28,12,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Daisy Hill,150
2000005722,1A95KFNS,12,,Yes,Netball,Mudgeeraba Netball Club Inc,Mudgeeraba,Gold Coast (C),Mudgeeraba,Carrara,150
2000005903,3PBX1T60,12,,Yes,Netball,Mudgeeraba Netball Club Inc,Mudgeeraba,Gold Coast (C),Mudgeeraba,Merrimac,150
2000006056,1EYY875Z,12,,Yes,Netball,Mudgeeraba Netball Club Inc,Mudgeeraba,Gold Coast (C),Mudgeeraba,Mudgeeraba,150
2000008075,LDB87ZKP,12,,Yes,Netball,Mudgeeraba Netball Club Inc,Mudgeeraba,Gold Coast (C),Mudgeeraba,Bonogin,150
2000009905,C912WW0N,12,,Yes,Netball,Mudgeeraba Netball Club Inc,Mudgeeraba,Gold Coast (C),Mudgeeraba,Reedy Creek,150
2000002099,7ZUF3SVS,13,,Yes,Netball,Caboolture Rebels Netball Club Inc,Caboolture,Moreton Bay (R),Pumicestone,Caboolture,150
2000006149,WXLCB9RQ,13,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Springwood,150
2000009109,2WSKPGSR,13,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Daisy Hill,150
2000013304,WDF3YNHL,13,,Yes,Netball,Mudgeeraba Netball Club Inc,Mudgeeraba,Gold Coast (C),Mudgeeraba,Bonogin,150
2000011547,NCE32T70,14,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Cornubia,150
2000011680,QR2QZMZ8,14,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Meadowbrook,150
2000012587,NXO84RQV,14,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Rochedale,150
2000009596,PIP2E9L2,14,,Yes,Netball,Mudgeeraba Netball Club Inc,Mudgeeraba,Gold Coast (C),Mudgeeraba,Reedy Creek,150
2000011021,EMGV8IOQ,14,,Yes,Netball,Mudgeeraba Netball Club Inc,Mudgeeraba,Gold Coast (C),Mudgeeraba,Varsity Lakes,150
2000011435,10TIY97J,15,,Yes,Netball,Daisy Hill Netball Club Inc,Shailer Park,Logan (C),Springwood,Shailer Park,150
2000001449,PCZ6VX6D,6,,No,Netball,Bribie Island Netball Club Inc,Bongaree,Moreton Bay (R),Pumicestone,Ningi,150
2000008164,5LXAD1OI,6,,No,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Elanora,150
2000008483,8FUL4HQD,6,,No,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Elanora,150
2000009630,3CP2YQGG,6,,No,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Elanora,150
2000011112,7PTGE22N,6,,No,Netball,Phoenix Netball Club,Helensvale,Gold Coast (C),Coomera,Parkwood,150
2000011330,P4LP76SR,6,,Yes,Netball,Brothers North Netball Club Inc,Bray Park,Moreton Bay (R),Pine Rivers,Petrie,150
2000005771,0IXLTP22,7,,No,Netball,Beechmont Recreation Arts & Sports Association Inc,Beechmont,Scenic Rim (R),Beaudesert,Ashmore,150
2000004014,9L3LFWAO,7,,No,Netball,Golden Beach Netball Club Inc,Caloundra,Sunshine Coast (R),Caloundra,Wurtulla,150
2000012029,HJQGG5VB,7,,Yes,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Warner,150
2000004341,YH7RVQ71,7,,Yes,Netball,Bribie Island Netball Club Inc,Bongaree,Moreton Bay (R),Pumicestone,Ningi,150
2000001338,4ZMZYD68,7,,Yes,Netball,Meridan Netball Club Inc,Little Mountain,Sunshine Coast (R),Kawana,Golden Beach,150
2000007473,YI47ZG4S,7,,Yes,Netball,Meridan Netball Club Inc,Little Mountain,Sunshine Coast (R),Kawana,Little Mountain,150
2000000187,BWU2DFYI,7,,Yes,Netball,Moffat Beach Netball Club Inc,Caloundra,Sunshine Coast (R),Caloundra,Little Mountain,150
2000001001,FXMSAWFQ,7,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Palm Beach,150
2000010299,EPM4CSIL,7,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Palm Beach,150
2000007890,DBZB67UF,8,,No,Netball,Meridan Netball Club Inc,Little Mountain,Sunshine Coast (R),Kawana,Caloundra,150
2000012577,SP968TIY,8,,No,Netball,Pioneer Pinecones Netball Club Inc,Lawnton,Moreton Bay (R),Pine Rivers,Kallangur,150
2000012605,6WUYIJGD,8,,No,Netball,Pioneer Pinecones Netball Club Inc,Lawnton,Moreton Bay (R),Pine Rivers,Dakabin,150
2000003683,SFJ039M1,8,,Yes,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Cashmere,150
2000004332,RI2MJBYQ,8,,Yes,Netball,Bribie Island Netball Club Inc,Bongaree,Moreton Bay (R),Pumicestone,Ningi,150
2000000116,COI98IOL,8,,Yes,Netball,Moffat Beach Netball Club Inc,Caloundra,Sunshine Coast (R),Caloundra,Currimundi,150
2000003139,Q9SCQP2W,8,,Yes,Netball,Pioneer Pinecones Netball Club Inc,Lawnton,Moreton Bay (R),Pine Rivers,Narangba,150
2000001547,8LS3SLQT,9,,Yes,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Albany Creek,150
2000002944,LXGE0IX2,9,,Yes,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Eatons Hill,150
2000003120,JICIBC0V,9,,Yes,Netball,Aspley Devils Netball Club Inc,Kedron,Brisbane (C),Clayfield,Ashgrove,150
2000000418,PLMTA1G4,9,,Yes,Netball,Moffat Beach Netball Club Inc,Caloundra,Sunshine Coast (R),Caloundra,Little Mountain,150
2000000951,HYZ33W0W,9,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Palm Beach,150
2000003180,KUGJN4TS,9,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Indooroopilly,150
2000010318,5R4X1025,9,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Palm Beach,150
2000011664,R159FJ24,9,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Robina,150
2000010903,230U9RA7,9,,Yes,Netball,Phoenix Netball Club,Helensvale,Gold Coast (C),Coomera,Arundel,150
2000010063,NETGIL6U,10,,No,Netball,Meridan Netball Club Inc,Little Mountain,Sunshine Coast (R),Kawana,Caloundra West,150
2000012399,ZQLBL922,10,,No,Netball,Moffat Beach Netball Club Inc,Caloundra,Sunshine Coast (R),Caloundra,Battery Hill,150
2000000419,3JCWLO9R,10,,Yes,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Eatons Hill,150
2000003706,KUZX51D9,10,,Yes,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Cashmere,150
2000002640,YXLVH9RU,10,,Yes,Netball,Brothers North Netball Club Inc,Bray Park,Moreton Bay (R),Pine Rivers,Petrie,150
2000008161,G1PMB47P,10,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Elanora,150
2000010188,34F2VVNC,10,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Currumbin Waters,150
2000013514,OUM3K5PF,10,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Currumbin Valley,150
2000002825,PKWYK7LJ,10,,Yes,Netball,Phoenix Netball Club,Helensvale,Gold Coast (C),Coomera,Labrador,150
2000012356,J2YHDVXV,10,,Yes,Netball,Phoenix Netball Club,Helensvale,Gold Coast (C),Coomera,Labrador,150
2000007713,X1EAVZE4,11,,No,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Brendale,150
2000005530,2JQY2G1U,11,,No,Netball,Bribie Island Netball Club Inc,Bongaree,Moreton Bay (R),Pumicestone,Woorim,150
2000005549,IK5W0NBZ,11,,Yes,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Brighton,150
2000002167,6L9E2S87,11,,Yes,Netball,Golden Beach Netball Club Inc,Caloundra,Sunshine Coast (R),Caloundra,Golden Beach,150
2000006109,Y90PP073,11,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Palm Beach,150
2000008425,7VEADPB9,11,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Varsity Lakes,150
2000008845,XMW44WBM,11,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Burleigh Waters,150
2000011645,HJFVD3PL,11,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Robina,150
2000001177,MO00Q716,11,,Yes,Netball,Phoenix Netball Club,Helensvale,Gold Coast (C),Coomera,Upper Coomera,150
2000010067,K435CQOG,11,,Yes,Netball,Phoenix Netball Club,Helensvale,Gold Coast (C),Coomera,Parkwood,150
2000010547,9L439HWB,11,,Yes,Netball,Phoenix Netball Club,Helensvale,Gold Coast (C),Coomera,Maudsland,150
2000011380,XH2Z8S61,11,,Yes,Netball,Phoenix Netball Club,Helensvale,Gold Coast (C),Coomera,Ashmore,150
2000003714,9RLEH2VJ,12,,Yes,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Cashmere,150
2000004493,KCIZEJ4K,12,,Yes,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Eatons Hill,150
2000005986,XX85P5LI,12,,Yes,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Albany Creek,150
2000011109,5QBZODWS,12,,Yes,Netball,Bribie Island Netball Club Inc,Bongaree,Moreton Bay (R),Pumicestone,Sandstone Point,150
2000002939,5E8DOHTR,12,,Yes,Netball,Golden Beach Netball Club Inc,Caloundra,Sunshine Coast (R),Caloundra,Golden Beach,150
2000003549,CTJFVSFL,12,,Yes,Netball,Meridan Netball Club Inc,Little Mountain,Sunshine Coast (R),Kawana,Currimundi,150
2000010309,076J1FHF,12,,Yes,Netball,Meridan Netball Club Inc,Little Mountain,Sunshine Coast (R),Kawana,Caloundra,150
2000011391,I9G3RKZJ,12,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Elanora,150
2000009662,REJH2FON,12,,Yes,Netball,Phoenix Netball Club,Helensvale,Gold Coast (C),Coomera,Arundel,150
2000010073,MZDPWAA5,12,,Yes,Netball,Phoenix Netball Club,Helensvale,Gold Coast (C),Coomera,Parkwood,150
2000010090,CAVGTX8U,12,,Yes,Netball,Phoenix Netball Club,Helensvale,Gold Coast (C),Coomera,Parkwood,150
2000012346,853TR6EH,12,,Yes,Netball,Phoenix Netball Club,Helensvale,Gold Coast (C),Coomera,Labrador,150
2000003509,DNBE5Y1R,13,,Yes,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Albany Creek,150
2000007345,98CPQI3P,13,,Yes,Netball,Beechmont Recreation Arts & Sports Association Inc,Beechmont,Scenic Rim (R),Beaudesert,Beechmont,150
2000002122,X580XQCL,13,,Yes,Netball,Phoenix Netball Club,Helensvale,Gold Coast (C),Coomera,Parkwood,150
2000010736,RSJUOIRI,13,,Yes,Netball,Shiloh Sports Club Inc,Willow Vale,Gold Coast (C),Albert,Parkinson,150
2000013112,7MPOBSDU,14,,No,Netball,Moffat Beach Netball Club Inc,Caloundra,Sunshine Coast (R),Caloundra,Battery Hill,150
2000003730,YURGLPCF,14,,Yes,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Cashmere,150
2000004479,WVJDIPOP,14,,Yes,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Eatons Hill,150
2000007344,J0WIWX1F,14,,Yes,Netball,Beechmont Recreation Arts & Sports Association Inc,Beechmont,Scenic Rim (R),Beaudesert,Beechmont,150
2000000751,AQWPMY1V,14,,Yes,Netball,Brothers North Netball Club Inc,Bray Park,Moreton Bay (R),Pine Rivers,Cashmere,150
2000009886,P1WUO439,14,,Yes,Netball,Brothers North Netball Club Inc,Bray Park,Moreton Bay (R),Pine Rivers,Bray Park,150
2000001370,BQ5JORZV,14,,Yes,Netball,Meridan Netball Club Inc,Little Mountain,Sunshine Coast (R),Kawana,Golden Beach,150
2000008451,EW71HWBV,14,,Yes,Netball,Meridan Netball Club Inc,Little Mountain,Sunshine Coast (R),Kawana,Little Mountain,150
2000001930,AV4SG1JN,14,,Yes,Netball,Moffat Beach Netball Club Inc,Caloundra,Sunshine Coast (R),Caloundra,Dicky Beach,150
2000007410,5M31Q4QP,14,,Yes,Netball,Shiloh Sports Club Inc,Willow Vale,Gold Coast (C),Albert,Mt Warren Park,150
2000003050,AON5CVEM,15,,Yes,Netball,Brothers North Netball Club Inc,Bray Park,Moreton Bay (R),Pine Rivers,Strathpine,150
2000009769,YA9XKJQF,15,,Yes,Netball,Moffat Beach Netball Club Inc,Caloundra,Sunshine Coast (R),Caloundra,Caloundra,150
2000013621,ZONC7IXD,15,,Yes,Netball,Moffat Beach Netball Club Inc,Caloundra,Sunshine Coast (R),Caloundra,Caloundra West,150
2000003784,NX8R86KM,15,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Palm Beach,150
2000010006,1XSYQ8ZX,15,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Currumbin Waters,150
2000001161,B4OQ811G,15,,Yes,Netball,Phoenix Netball Club,Helensvale,Gold Coast (C),Coomera,Upper Coomera,150
2000000261,HMVKM9MQ,16,,Yes,Netball,Albany Creek Excelsior Netball Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Eatons Hill,150
2000013306,W1E0JRAQ,16,,Yes,Netball,Palm Beach Netball Incorporated,Palm Beach,Gold Coast (C),Burleigh,Bonogin,150
2000009643,MQOJX7K3,16,,Yes,Netball,Shiloh Sports Club Inc,Willow Vale,Gold Coast (C),Albert,Rochedale South,150
2000009955,XZNX58KT,17,,Yes,Netball,Aspley Devils Netball Club Inc,Kedron,Brisbane (C),Clayfield,Mcdowall,150
2000010730,YWYL6MKV,17,,Yes,Netball,Brothers North Netball Club Inc,Bray Park,Moreton Bay (R),Pine Rivers,Kurwongbah,150
2000013281,C04U6Z8J,17,,Yes,Netball,Brothers North Netball Club Inc,Bray Park,Moreton Bay (R),Pine Rivers,Bray Park,150
2000010905,S0UX5EIJ,7,,No,Netball,North Pine Sports Club Inc,Dakabin,Moreton Bay (R),Kallangur,Kallangur,150
2000011923,HGEZUILA,7,,No,Netball,North Pine Sports Club Inc,Dakabin,Moreton Bay (R),Kallangur,Narangba,150
2000000434,LXJSZCV2,9,,Yes,Netball,Bluejays Netball Club Inc,Upper Caboolture,Moreton Bay (R),Morayfield,Deception Bay,150
2000005056,IJZ46DM5,9,,Yes,Netball,Bluejays Netball Club Inc,Upper Caboolture,Moreton Bay (R),Morayfield,Morayfield,150
2000010628,UA5OTVS0,10,,No,Netball,North Pine Sports Club Inc,Dakabin,Moreton Bay (R),Kallangur,Narangba,150
2000011913,JF9NSIRH,10,,Yes,Netball,North Pine Sports Club Inc,Dakabin,Moreton Bay (R),Kallangur,Narangba,150
2000004594,K0WD8CX6,11,,Yes,Netball,North Pine Sports Club Inc,Dakabin,Moreton Bay (R),Kallangur,Kallangur,150
2000006079,YINRRH7U,11,,Yes,Netball,Pine Panthers Netball Club Incorporated,Lawnton,Moreton Bay (R),Pine Rivers,Albany Creek,150
2000005174,MNCBUQI3,13,,Yes,Netball,North Pine Sports Club Inc,Dakabin,Moreton Bay (R),Kallangur,Petrie,150
2000006316,QFUM1A9U,14,,No,Netball,North Pine Sports Club Inc,Dakabin,Moreton Bay (R),Kallangur,Kallangur,150
2000005532,OYG8D4CM,14,,Yes,Netball,North Pine Sports Club Inc,Dakabin,Moreton Bay (R),Kallangur,Kallangur,150
2000001859,4IFB6WQ8,15,,Yes,Netball,North Pine Sports Club Inc,Dakabin,Moreton Bay (R),Kallangur,Kallangur,150
2000009576,1MSHYRUN,6,,Yes,Netball,Broadwater Netball Club Inc,Runaway Bay,Gold Coast (C),Broadwater,Arundel,150
2000012769,WBMAOF5X,6,,Yes,Netball,Broadwater Netball Club Inc,Runaway Bay,Gold Coast (C),Broadwater,Hollywell,150
2000013629,ZBP12HDR,6,,Yes,Netball,Broadwater Netball Club Inc,Runaway Bay,Gold Coast (C),Broadwater,Runaway Bay,150
2000010328,GN8X26TM,7,,No,Netball,Brothers North Netball Club Inc,Bray Park,Moreton Bay (R),Pine Rivers,Taigum,150
2000004967,N7T4RDYM,7,,Yes,Netball,Broadwater Netball Club Inc,Runaway Bay,Gold Coast (C),Broadwater,Upper Coomera,150
2000013438,LXQ10O54,8,,No,Netball,Broadwater Netball Club Inc,Runaway Bay,Gold Coast (C),Broadwater,Paradise Point,150
2000006938,4D2IU90I,8,,No,Netball,Fassifern Netball Association Incorporated,Boonah,Scenic Rim (R),Beaudesert,Boonah,150
2000009259,ISTNQKAV,8,,Yes,Netball,Broadwater Netball Club Inc,Runaway Bay,Gold Coast (C),Broadwater,Runaway Bay,150
2000009780,IE9YQFIV,8,,Yes,Netball,Broadwater Netball Club Inc,Runaway Bay,Gold Coast (C),Broadwater,Upper Coomera,150
2000012766,FZO1YE94,8,,Yes,Netball,Broadwater Netball Club Inc,Runaway Bay,Gold Coast (C),Broadwater,Hollywell,150
