LGA_2011,Local Government Areas - 2011,INDEX_TYPE,Index Type,MEASURE,Measure,Value
21750,Colac-Otway (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,783
21750,Colac-Otway (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1113
21750,Colac-Otway (S),IER,Index of Economic Resources,URP,Usual resident population,20357
21830,Corangamite (S),IER,Index of Economic Resources,SCORE,Score,1003
21830,Corangamite (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,826
21830,Corangamite (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1108
21830,Corangamite (S),IER,Index of Economic Resources,URP,Usual resident population,16386
21890,Darebin (C),IER,Index of Economic Resources,SCORE,Score,957
21890,Darebin (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,666
21890,Darebin (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1195
21890,Darebin (C),IER,Index of Economic Resources,URP,Usual resident population,136470
22110,East Gippsland (S),IER,Index of Economic Resources,SCORE,Score,964
22110,East Gippsland (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,610
22110,East Gippsland (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1085
22110,East Gippsland (S),IER,Index of Economic Resources,URP,Usual resident population,42209
22170,Frankston (C),IER,Index of Economic Resources,SCORE,Score,994
22170,Frankston (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,746
22170,Frankston (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1210
22170,Frankston (C),IER,Index of Economic Resources,URP,Usual resident population,126467
22250,Gannawarra (S),IER,Index of Economic Resources,SCORE,Score,966
22250,Gannawarra (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,841
22250,Gannawarra (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1100
22250,Gannawarra (S),IER,Index of Economic Resources,URP,Usual resident population,10352
22310,Glen Eira (C),IER,Index of Economic Resources,SCORE,Score,1017
22310,Glen Eira (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,826
22310,Glen Eira (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1155
22310,Glen Eira (C),IER,Index of Economic Resources,URP,Usual resident population,131002
22410,Glenelg (S),IER,Index of Economic Resources,SCORE,Score,975
22410,Glenelg (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,799
22410,Glenelg (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1099
22410,Glenelg (S),IER,Index of Economic Resources,URP,Usual resident population,19555
22490,Golden Plains (S),IER,Index of Economic Resources,SCORE,Score,1052
22490,Golden Plains (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,946
22490,Golden Plains (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1171
22490,Golden Plains (S),IER,Index of Economic Resources,URP,Usual resident population,18768
22620,Greater Bendigo (C),IER,Index of Economic Resources,SCORE,Score,972
22620,Greater Bendigo (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,655
22620,Greater Bendigo (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1132
22620,Greater Bendigo (C),IER,Index of Economic Resources,URP,Usual resident population,100547
22670,Greater Dandenong (C),IER,Index of Economic Resources,SCORE,Score,929
22670,Greater Dandenong (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,761
22670,Greater Dandenong (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1160
22670,Greater Dandenong (C),IER,Index of Economic Resources,URP,Usual resident population,135581
22750,Greater Geelong (C),IER,Index of Economic Resources,SCORE,Score,983
22750,Greater Geelong (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,682
22750,Greater Geelong (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1180
22750,Greater Geelong (C),IER,Index of Economic Resources,URP,Usual resident population,210920
22830,Greater Shepparton (C),IER,Index of Economic Resources,SCORE,Score,964
22830,Greater Shepparton (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,712
22830,Greater Shepparton (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1134
22830,Greater Shepparton (C),IER,Index of Economic Resources,URP,Usual resident population,60491
22910,Hepburn (S),IER,Index of Economic Resources,SCORE,Score,974
22910,Hepburn (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,899
22910,Hepburn (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1062
22910,Hepburn (S),IER,Index of Economic Resources,URP,Usual resident population,14356
22980,Hindmarsh (S),IER,Index of Economic Resources,SCORE,Score,968
22980,Hindmarsh (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,864
22980,Hindmarsh (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1122
22980,Hindmarsh (S),IER,Index of Economic Resources,URP,Usual resident population,5800
23110,Hobsons Bay (C),IER,Index of Economic Resources,SCORE,Score,989
23110,Hobsons Bay (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,556
23110,Hobsons Bay (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1133
23110,Hobsons Bay (C),IER,Index of Economic Resources,URP,Usual resident population,83867
23190,Horsham (RC),IER,Index of Economic Resources,SCORE,Score,976
23190,Horsham (RC),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,705
23190,Horsham (RC),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1117
23190,Horsham (RC),IER,Index of Economic Resources,URP,Usual resident population,19273
23270,Hume (C),IER,Index of Economic Resources,SCORE,Score,999
23270,Hume (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,566
23270,Hume (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1206
23270,Hume (C),IER,Index of Economic Resources,URP,Usual resident population,167497
23350,Indigo (S),IER,Index of Economic Resources,SCORE,Score,1016
23350,Indigo (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,914
23350,Indigo (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1123
23350,Indigo (S),IER,Index of Economic Resources,URP,Usual resident population,15209
23430,Kingston (C),IER,Index of Economic Resources,SCORE,Score,1022
23430,Kingston (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,780
23430,Kingston (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1231
23430,Kingston (C),IER,Index of Economic Resources,URP,Usual resident population,142471
23670,Knox (C),IER,Index of Economic Resources,SCORE,Score,1048
23670,Knox (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,832
23670,Knox (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1240
23670,Knox (C),IER,Index of Economic Resources,URP,Usual resident population,149334
23810,Latrobe (C),IER,Index of Economic Resources,SCORE,Score,944
23810,Latrobe (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,609
23810,Latrobe (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1145
23810,Latrobe (C),IER,Index of Economic Resources,URP,Usual resident population,72393
23940,Loddon (S),IER,Index of Economic Resources,SCORE,Score,960
23940,Loddon (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,839
23940,Loddon (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1086
23940,Loddon (S),IER,Index of Economic Resources,URP,Usual resident population,7460
24130,Macedon Ranges (S),IER,Index of Economic Resources,SCORE,Score,1061
24130,Macedon Ranges (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,749
24130,Macedon Ranges (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1158
24130,Macedon Ranges (S),IER,Index of Economic Resources,URP,Usual resident population,41842
24210,Manningham (C),IER,Index of Economic Resources,SCORE,Score,1070
24210,Manningham (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,892
24210,Manningham (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1215
24210,Manningham (C),IER,Index of Economic Resources,URP,Usual resident population,111312
24250,Mansfield (S),IER,Index of Economic Resources,SCORE,Score,1006
24250,Mansfield (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,882
24250,Mansfield (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1095
24250,Mansfield (S),IER,Index of Economic Resources,URP,Usual resident population,7892
24330,Maribyrnong (C),IER,Index of Economic Resources,SCORE,Score,941
24330,Maribyrnong (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,691
24330,Maribyrnong (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1107
24330,Maribyrnong (C),IER,Index of Economic Resources,URP,Usual resident population,71656
24410,Maroondah (C),IER,Index of Economic Resources,SCORE,Score,1028
24410,Maroondah (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,756
24410,Maroondah (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1243
24410,Maroondah (C),IER,Index of Economic Resources,URP,Usual resident population,103880
24600,Melbourne (C),IER,Index of Economic Resources,SCORE,Score,870
24600,Melbourne (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,499
24600,Melbourne (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1099
24600,Melbourne (C),IER,Index of Economic Resources,URP,Usual resident population,93608
24650,Melton (S),IER,Index of Economic Resources,SCORE,Score,1035
24650,Melton (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,812
24650,Melton (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1174
24650,Melton (S),IER,Index of Economic Resources,URP,Usual resident population,109296
24780,Mildura (RC),IER,Index of Economic Resources,SCORE,Score,941
24780,Mildura (RC),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,624
24780,Mildura (RC),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1129
24780,Mildura (RC),IER,Index of Economic Resources,URP,Usual resident population,50997
24850,Mitchell (S),IER,Index of Economic Resources,SCORE,Score,1013
24850,Mitchell (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,734
24850,Mitchell (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1152
24850,Mitchell (S),IER,Index of Economic Resources,URP,Usual resident population,34621
24900,Moira (S),IER,Index of Economic Resources,SCORE,Score,974
24900,Moira (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,735
24900,Moira (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1133
24900,Moira (S),IER,Index of Economic Resources,URP,Usual resident population,28140
24970,Monash (C),IER,Index of Economic Resources,SCORE,Score,1013
24970,Monash (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,708
24970,Monash (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1166
24970,Monash (C),IER,Index of Economic Resources,URP,Usual resident population,169268
25060,Moonee Valley (C),IER,Index of Economic Resources,SCORE,Score,998
25060,Moonee Valley (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,492
25060,Moonee Valley (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1136
25060,Moonee Valley (C),IER,Index of Economic Resources,URP,Usual resident population,107469
25150,Moorabool (S),IER,Index of Economic Resources,SCORE,Score,1024
25150,Moorabool (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,809
25150,Moorabool (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1152
25150,Moorabool (S),IER,Index of Economic Resources,URP,Usual resident population,28142
25250,Moreland (C),IER,Index of Economic Resources,SCORE,Score,961
25250,Moreland (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,753
25250,Moreland (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1146
25250,Moreland (C),IER,Index of Economic Resources,URP,Usual resident population,147329
25340,Mornington Peninsula (S),IER,Index of Economic Resources,SCORE,Score,1025
25340,Mornington Peninsula (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,779
25340,Mornington Peninsula (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1200
25340,Mornington Peninsula (S),IER,Index of Economic Resources,URP,Usual resident population,144621
25430,Mount Alexander (S),IER,Index of Economic Resources,SCORE,Score,976
25430,Mount Alexander (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,853
25430,Mount Alexander (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1119
25430,Mount Alexander (S),IER,Index of Economic Resources,URP,Usual resident population,17605
25490,Moyne (S),IER,Index of Economic Resources,SCORE,Score,1029
25490,Moyne (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,631
25490,Moyne (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1113
25490,Moyne (S),IER,Index of Economic Resources,URP,Usual resident population,15953
25620,Murrindindi (S),IER,Index of Economic Resources,SCORE,Score,1006
25620,Murrindindi (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,892
25620,Murrindindi (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1119
25620,Murrindindi (S),IER,Index of Economic Resources,URP,Usual resident population,13054
25710,Nillumbik (S),IER,Index of Economic Resources,SCORE,Score,1105
25710,Nillumbik (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,921
25710,Nillumbik (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1208
25710,Nillumbik (S),IER,Index of Economic Resources,URP,Usual resident population,60355
25810,Northern Grampians (S),IER,Index of Economic Resources,SCORE,Score,961
25810,Northern Grampians (S),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,834
25810,Northern Grampians (S),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,1084
